year,title,speaker,org,M/F,nonmale,location,international,description,theme
2012,Everything is Broken,Jeff Larson,ProPublica,M,0,"New York, NY",0,"The computer systems we use every day are filled to the brim with hacks, bugs, and weird decisions. Let me take you on a tour of why nothing works. I'll crash my computer by the end, that's a promise.",Debugging
2012,How I learned to stop worrying and love flat files.,Ben Welsh,Los Angeles Times,M,0,"Los Angeles, CA",0,You could spend time and treasure building the perfect caching system for your news app (and then stay up all night worrying about it). Or you could flatten your database app into static files and serve it cheap and easy. Learn the Data Desk way to break news without breaking a server.,Data Viz
2012,Web scraping with Node,Al Shaw,ProPublica,M,0,"New York, NY",0,"Node.js only has a couple good use cases. One of them is web scraping. Since you already know jQuery, Underscore and the DOM, it's more natural to scrape with JavaScript than the equivalent Ruby or Python libraries. Learn how tools like jsdom make it simple to scrape sites, even if you need to grab evaluated source.",Scraping
2012,What Zen Buddhism can teach you about creativity.,Matt Waite,University of Nebraska-Lincoln,M,0,"Lincoln, NE",0,"Whether you are a reporter starting on a story or a developer taking on a new app, how you approach it from the very beginning stages of the idea shapes how it will turn out. Believe it or not, Zen Buddhism has some advice on how you should approach your data app or investigative series. And it has something to do with tea.",Satire
2012,Cats! Cats! Cats!,Aron Pilhofer,New York Times,M,0,"New York, NY",0,"This presentation will be nothing but pictures of cats! Cute cats, fat cats, skinny cats! Cats! Cats! Cats! Oh, but how about kittens you ask? Will this presentation include kittens? Yes! Kittens and cats!",Satire
2012,"Don't Hate the CMS, Subvert It",Jacob Harris,New York Times,M,0,"New York, NY",0,"Those of us who build News Apps usually scorn the CMS, yet this often comes at the cost of traffic to our own sites. This talk will look at some strategies of pushing app promos into the CMS at the NYT and elsewhere.",CMS
2012,Practical TastyPie For the Modern Djangonaut,Jeremy Bowers,Washington Post,M,0,"Washington, DC",0,"Wanna build an API? Sure, we all do. Practical TastyPie will focus on best practices and lessons learned from deploying APIs serving millions of records and hundreds of millions of requests at the Washington Post.","API, Proprietary Tools"
2012,Infiltrate the ad department!,Ryan Pitts,Spokesman-Review,M,0,"Spokane, WA",0,"We know how to look at content and see a database model, we're willing to rebuild systems in our own image, and we're used to making things useful for readers. We're also lazy, so we make things as simple and automated as possible. I'll give a quick walkthrough of how we used our news nerd powers to pitch and build a flexible mobile advertising system that doesn't suck.",Automation
2013,5 algorithms in 5 minutes,Chase Davis,Hot Type Consulting,M,0,"New York, NY",0,"Five algorithms from the data science world that will help you kick ass on the data journalism circuit. But wait, there's more! This presentation will be accompanied by a Github repo with working code and examples of journalistic applications.","Algorithms, GitHub"
2013,Django Retrained: Five ways coding like a Web developer can make you a better investigative reporter,Ben Welsh,Los Angeles Times,M,0,"Los Angeles, CA",0,"It is the news that should fear your hand, not the other way around.",Data Habits
2013,Be Your wn Nate Silver.,Jeff Larson,ProPublica,M,0,"New York, NY",0,I have 5 minutes to show you how to predict elections. And I'll do it.,"Data Habits, Satire, elections"
2013,Fucking designers!,Aron Pilhofer,New York Times,M,0,"New York, NY",0,"They are always pointing out shit that has nothing to do with function, always up in your grill about some tiny tweak here, some UX improvement there. Who needs them?!? Actually, we do -- badly. Give us five minutes, and we'll show four practical examples of how design thinking has improved our work, and could improve your's too. Also, we'll show cute cats.","Satire, Data Habits"
2013,Showing big datasets on small screens,Katie Park,Washington Post,F,1,"Washington, DC",0,"When presenting huge data stories, make sure your mobile users aren't left out or forced to load massive datasets. Using WaPo's 2012 mobile election results as an example, I'll talk about creating lightweight data-driven web apps and tailoring the experience for mobile.",Data Viz
2013,Casino Driven Design,Al Shaw,ProPublica,M,0,"New York, NY",0,"Sometimes you want your readers to pop potato chips for hours in a room with no windows but plenty of free drinks. Ditch Mechanical Turk, and embrace Casino Driven Design. We've had readers practice ""natural"" language processing on up to 25,000 PDFs a head in our casino, and yours can too!","Saitre, PDFs, NLP"
2013,Let's make fun games for news,Sisi Wei,ProPublica,F,1,"New York, NY",0,Want to make a news game with your data? I'll show you the exact 4 requirements on how to make a successful one. [Warning. News games are not gamification. They're real games.],Games
2013,The soldering iron is the next great CAR tool.,Matt Waite,University of Nebraska-Lincoln,M,0,"Lincoln, NE",0,Ever wanted to do a story that needed data that no one kept? What if you could create your own data gathering machines? You can. Cheap. And easy. How hardware hacking is the next data journalism skill.,Hardware hacking
2013,Z-Scores: How you can compare apples with oranges,Rob Gebeloff,New York Times,M,1,"New York, NY",0,"A school has 23.8 students per classroom and average SAT score of 2050, and an attendance rate of 93.5 percent. By standardizing disparate values with z-scores, you can more precisely compare variables that are on different scales and build better indexes.",Algorithms
2013,Every State's Elections Are Weird,Jacob Harris,New York Times,M,0,"New York, NY",0,"Practically every state has its own weird quirks in elections, and I saw them all in 2012. If I'm inspired enough (and can speak fast enough), I'll say all 50. One every 10 seconds. This will be hard.",Elections
2014,A Few of My Favorite Wee Things,Lena Groeger,ProPublica,F,1,"San Francisco, CA",0,"Mini maps and tiny text and fun-size charts. Learn why the biggest trend in data visualization is small, and how you can use wee things to super-size your next interactive.","Mapping, Charts"
2014,The whole internet in 5 minutes!,Jeremy Bowers,NPR,M,0,"Washington, DC",0,"Do you want to learn about the intricacies of the internet in a single, five-minute-long, run-on sentence? OF COURSE! Will he finish all 172 slides? WHO KNOWS? Let's do this!",Satire
2014,You Must Learn,Ben Welsh,Los Angeles Times,M,0,"Los Angeles, CA",0,Five lessons from data journalism history. Filled with straight-up facts ‒ no mystery.,History
2014,What we can learn from terrible data viz,Katie Park,Washington Post,F,1,"Washington, DC",0,"Pie charts that add up to 110 percent! Graphs so three-dimensional, they could be drawn by M. C. Escher! Anything from the NSA slides! You may think you'll never commit data viz sins like these, but you might come closer than you think. I'll show some of the silliest, most nonsensical visualizations on the web and talk about how they can teach us to present data accurately.",Charts
2014,Five (more) algorithms in five (more) minutes,Chase Davis,New York Times,M,0,"New York, NY",0,"A sequel to last year's lightning talk about crazy algorithms from math and computer science that can make us better journalists -- this time featuring: metric trees (for cleaning sloppy company names); useful examples of MapReduce; and much more. Once again, code and practical examples will be made available on Github. Special guest star, Dolph Lundgren.",Algorithms
2014,Refactoring; or Why Your Code Sucks and How to Fix It,Christopher Groskopf,NPR,M,0,"Washington, DC",0,"Lost in your own code? Forgot what that variable does? Coworkers throwing books at you? Never fear! In five minutes I'll teach you three principles that will turn your shoddiest hacks into elegant, self-explanatory wonders.",Data Habits
2014,Natural Language Processing in the kitchen,Anthony Pesce,Los Angeles Times,M,0,"Los Angeles, CA",0,"How the LA Times used NLP to extract thousands of recipes out of the archives, and how you can use it creatively clean a data set.","NLP, Proprietary Tools"
2014,Detecting What Isn't There,Sisi Wei,ProPublica,F,1,"New York, NY",0,"How ProPublica reverse engineered one company's API to catch censorship in China. Learn how important it can be to pay attention to error messages, and the challenges we faced when trying to fly under the radar.",API
2014,DataViz = Fact-checking,Sisi Wei,ProPublica,F,1,"New York, NY",0,"DataViz shouldn't be the last thing you do for a project. Learn how designing and building data visualizations early can help you find missing pieces, catch errors in your data, and be your new fact-checking best friend.","Data Viz, Fact-checking"
2014,How to Raise an Army,Tyler Fisher,Knight Lab,M,0,"Evanston, IL",0,"I spent a quarter at Northwestern getting my fellow students interested in the web. I'll talk about what worked and what didn't, and how we can get more people doing journalism better on the web.",Data Habits
2015,"The end of maps, in 7 charts",Darla Cameron,Washington Post,F,1,"Washington, DC",0,Got geographic data? A cartographer shares seven reasons why you should visualize it with something other than a map.,"Geolocation, Data Viz"
2015,"Decision, decisions! Lessons for deeply-interactive storytelling",Nadja Popovich,The Guardian US,F,1,"New York, NY",0,"What if we asked more from our readers, rather than less? In this talk, I’ll present examples of interactive projects that force readers to make meaningful decisions. These interactives demand more time and attention from readers, but reward them with a deeper, more visceral understanding of the topic at hand.",Data Viz
2015,What do blind people see? A thought-talk about our obsession with visuals and how it translates for the blind,Suyeon Son,NPR,F,1,"Washington, DC",0,"They say a picture is worth a thousand words. Tweets do better when there are images attached. Gifs have developed their own culture. In a world where we strive for more visually-compelling stories, how are those elements relayed to the blind? In this talk, I will muse about how we could make visual-centric stories accessible to those that can't directly interpret pixels on a screen.","Social Media, Data Viz"
2015,Beautiful Satellite Images in 5 Minutes,Jeff Larson,ProPublica,M,0,"New York, NY",0,Give me 5 minutes and I'll show you how to make cloudless beautiful satellite images of (almost) anywhere in the world. And I'll open source some code on stage to boot.,OSINT
2015,10 Things I Hate About You,Anthony Pesce,Los Angeles Times,M,0,"Los Angeles, CA",0,"Can coders and designers ever get along? From lazy CSS to last-minute feature requests, Lily Mihalik (designer) and Anthony Pesce (coder) work through their ""issues"" in a live therapy session.",Design Thinking
2015,5 data visualizations - each in 5 lines or less of R code,Sharon Machlis,Computerworld,F,1,"Framingham, MA",0,"Afraid to make the leap from Excel to coding because you think it's ""too hard""? Thanks to some incredibly useful add-on packages, you can generate everything from maps to stats plots to interactive JavaScript graphics in just a few lines of R code. See why you shouldn't fear the command line!",Excel
2015,Seven awesome features you will want in your next charting tool,Gregor Aisch,New York Times,M,0,"New York, NY",0,"In this session we will take a quick look at some features of ""Chartmaker"", the internal charting tool we pretty much build from scratch at the New York Times, and that now is the backbone for our data-driven journalism at TheUpshot.",Proprietary Tools
2015,Wrestling with data (without coding),Maryjo Webster,USA Today,F,1,"McLean, VA",0,"Pretty much every dataset I’ve ever met has had some problem that required me to do a little wrestling with it before I could analyze it. Standardizing names. Splitting addresses. Pulling it out of a PDF. Or simply getting it out of a “report” structure. These days there are lots of tools you can use. I’m a little old-school and find myself working on one-off projects where writing a script seems unnecessary. I’m going to show you 10 of my go-to tools and tricks that I use over and over and over again, ranging from really easy to moderately complicated. If words like SQL, Python and Perl send chills down your spine, then these are definitely must-have’s for your toolbox, whether you’re a data newbie or have 30 years under your belt.",Data Tools
2015,"The Five Stages of Terrible Data: Denial, Anger, Bargaining, Depression, Acceptance",Steven Rich,Washington Post,M,0,"Washington, DC",0,Your data isn't perfect. It never is. I'll tell you how you can (accurately) use data with holes and when to just throw it out and try something new.,Data Habits
2015,Stop trying to multitask. You're terrible at it.,Chris Canipe,Wall Street Journal,M,0,"New York, NY",0,"When we split time, we lose time. We lose it writing and answering emails, dropping in and out of projects and remembering what function does what and which variables are stored where. When our brains are tired, we slip up. We make bad design choices, write sloppy code and forget edits. Science has a name for this mess: decision fatigue. We can only keep track of so many ideas and make so many decisions before we lose our edge. This talk will describe research on our feeble brains and present simple solutions for concentrating when it counts.",Data Habits
2016,Let's Talk About the Future of Interactive News Content,Gregor Aisch,New York Times,M,0,"New York, NY",0,"For more than a decade news apps and graphics developers loved using the word ""interactive"" to describe all kinds of new things they put on the internet. But what does ""interactive"" even mean? Slideshows, tooltips and d3.js? Have we reached the peak of the golden age of ""interactives"", or has it just started? Let's take five minutes to look at where we are and where we're going...",Data Viz
2016,"Let lookup save you from the boring, repetitive work you've forgotten you're even doing",Chris Groskopf,Quartz,M,0,"New York, NY",0,"Admit it: you've copy and pasted a column of state names next to one of USPS codes... hundreds of times. You keep writing identical code to add the same state population numbers to different spreadsheets. Your nightmares echo with FIPS VLOOKUPs and CPI JOIN clauses. In this lightning talk I will introduce a tool and a project. The tool works. The project needs you. Together, we can forever vanquish the drudgery of the lookup table. Fans of csvkit or agate: please allow me to  introduce you to `lookup`.",Proprietary Tools
2016,Regular Regular Expression Exercises for Regular People,Dan Nguyen,Stanford University,M,0,"Stanford, CA",0,"So you're not cut out to be one of those highfalutin programming databasers who can brag about their automated cloud bots bragging about their other automated cloud bots. But even if you're just a regular person with regular data needs, you can still learn and practice regular expressions to find and filter the kinds of things you already know you want to know from a pile of documents -- dates, names, money amounts -- and anything else that's a combination of the regular old alphabet and numbers 1 through 10.",Data Cleaning
2016,"I Improved My Math Fluency, And So Can You",Ryann Grochowski Jones,ProPublica,F,1,"New York, NY",0,"In high school, math felt like a foreign language to me -- difficult to understand, stressful to learn and, above all, something to avoid. Now, not only is math a big part of my job, but it's enjoyable as well. I'll share several easy-to-adopt tips, tricks and habits, all of which increased my math fluency and will improve your understanding of any equations or formulas that you come across while you're reporting.",Storytime
2016,Map tiles are dead; Long live (vector) tiles!,Ken Schwencke,Independent,M,0,"New York, NY",0,"How can you map every census tract in the US -- thousands of shapes -- easily, without rendering map tiles or melting a computer? How can you style it dynamically? Find out how vector tiles can change your life. Or at least your maps.",Mapping
2016,How to read 52 books in 52 weeks,Nicole Zhu,Knight Lab,F,1,"Evanston, IL",0,"With so much content to consume - Twitter conversations, listserv kerfuffles, the latest longform, Snapchat stories, hot takes and think pieces, the entire season of TV that just dropped on Netflix  - where do BOOKS fit in? I'll talk about (1) why you should set the daunting goal of reading 52 books in 52 weeks rather than just resolving to ""read more,"" (2) how you can achieve it, and (3) what things you'll learn (about the world and yourself).",Storytime
2016,Cats and Stats,Jennifer LaFleur,Reveal,F,1,"San Francisco, CA",0,"Fresh off the European tour, it's cats AND stats. Stanley will demonstrate dichotomous variables. You'll learn about sampling from Gordon. Harley will give you tips for examining your data. It's not just cats. It's cats AND stats. Learn through the hilarious antics of the cats of NICARians.","Satire, Storytime"
2016,Automation in the newsroom,Ariana Giorgi,Chronicle of Higher Education,F,1,"Washington, DC",0,"When it is worth it to use scripting and automation to produce our news stories? Should your newsroom bother with writing these scripts? I’ll talk about what kind of automation has worked for stories in the past, where we can move in the future, and the kind of stories that will never be worth it to automate.",Automation
2016,What I learned working on Failure Factories,Adam Playford,Tampa Bay Times,M,0,"St. Petersburg, FL",0,Building a case with analysis and visualization.,Data Viz
2016,Solve Every Statistics Problem with One Weird Trick,Jonathan Stray,Columbia University Journalism School,M,0,"New York, NY",0,"DON'T OPEN THAT TEXTBOOK. Statistics is a cycle of abuse and I'm here to make it stop. In five minutes I'll show you the refreshing new approach that everyone's talking about: randomization and visualization. Learn what types of problems statistics really solves and how to solve them with just a few lines of common sensel code. Get the right answer faster than you can say ""Monte Carlo"" and never memorize a formula again!",Statistics
2017,"What I learned by submitting the same FOIA more than 1,000 times",Steven Rich,Washington Post,M,0,"Washington, DC",0,"For The Washington Post's Fatal Force project in 2016, I wanted to know who the officers were who fired shots and killed civilians. So I filed requests with every department that had a fatal shooting on a rolling basis last year. I'll talk about the logistics, what I came across and the best strategies to get your requests filled in a timely manner.",FOIA
2017,Literally Everything The New York Times Knows About Elections,Jeremy Bowers,New York Times,M,0,"New York, NY",0,"At roughly 400 words per minute, I will tell you everything The New York Times has learned about elections, including why you can't use ""democrat"" to look up the democratic party in Minnesota to why you shouldn't store delegates as an integer. BONUS: Did you know the US got a new county in 2015? It probably broke your map!",Elections
2017,"Stuff I've said to FOIA officers to get them to give me ... well, stuff",Cezary Podkul,ProPublica,M,0,"New York, NY",0,"It's ok to get angry, get sassy or creative in the pursuit of lowering FOI fees or getting documents or data that you're told you can't have. In this lightning talk, I'll share some of my more creative exchanges with FOIA officers that have gotten results.",FOIA
2017,Self-care for Nerds,Aditi Bhandari,Texas Tribune,F,1,"Austin, TX",0,"Most of us spend 8-12 hours on our computers every day. Here's what my parents (an eye doctor and a bone doctor) recommend when it comes to preventing tired eyes and carpal tunnel. I’ll also talk about other tools, tips and exercises I’ve picked up along the way!",Data Habits
2017,Subverting the story model in the age of Trump,Tyler Fisher,NPR,M,0,"Washington, DC",0,"As the Trump administration continues to make news at a blistering pace, newsrooms are searching for new ways of covering the administration. Our skills as data journalists make us particularly well-suited to find those new models. Given the urgency within newsrooms today, we have an opportunity to change newsroom thinking in how we inform our audiences. This talk will show some examples of alternative coverage models as implemented at NPR and suggest directions for the future.",Politics
2017,Everything I Wasted Time Worrying About as A Newbie Coder,Kate Rabinowitz,Independent,F,1,"Washington, DC",0,"Looking back on my early days of coding, there was a lot of time wasted worrying about how to be a ""good"" coder. We're going to talk about what being a ""good"" coder from the start actually means and common worries of beginner coders that are just a waste of your time.",Data Habits
2017,How to collaborate when no one understands what you do,Caelainn Barr,The Guardian,F,1,"London, UK",1,"Calling all weirdos! Are you the strange numbers reporter, the pretty chart-maker, or the person in the corner who gets excited when your code runs? One of the challenges of working with data and code in the newsroom is getting across what it is you actually do. I'll show you how aggressive collaboration has helped us work better with other editors, reporters and designers in our newsroom.",Data Habits
2017,CAR through the ages -- what I learned from collecting every single NICAR program since 1990,Christine Zhang,Independent,F,1,"Los Angeles, CA",0,"I used to think that ""data journalism"" started in the 2000's. Then I dug further into the history of computer assisted reporting (CAR). News nerds have been congregating at this conference since the early 90's. Let me take you on a tour of the recent history of CAR, as seen through NICAR conference programs. Like"" CAR Rock 1994"" in Cleveland, where Jennifer LaFleur showed off her maps of San Francisco's single men -- overlaid with income data and complete with interviews of some wealthy bachelors themselves. From ""Internet 101"" to ""FoxPro versus Paradox"" to ""Regress for Success"" -- I'll show you what's changed and what hasn't over the years, with fun/embarrassing pictures of some NICAR veterans to boot (like this one from 1994 http://www.drewsullivan.com/staff.html, when the NICAR staff dressed up like the cast of ""Happy Days"").",History
2017,"58 stupid things we learned from mapping all 25,000 of California's election precincts",Joe Fox,Los Angeles Times,M,0,"Los Angeles, CA",0,"We made the most detailed map of California election results ever, which meant harassing all 58 counties and dealing with 58 different ways of reporting election results. We'll condense two months of tears, gin and PDFs into 5 minutes.","Satire, Storytime"
2017,Using Uber's open data to understand cities,Cory Kendrick,Uber,F,1,"San Francisco, CA",0,What is this new open dataset Uber has released? And why should I care? Turns out you can use traffic travel times to understand cities better. Such as: what happens to travel times when there's a metro shutdown? Or when you add bike lanes? Or when it rains? I'll walk you through what exactly Uber Movement data is – and isn't – and how to dive in and start using it.,Data collection
2018,Immigrants working in the news industry,Kai Teoh,Spokesman-Review,M,0,"Spokane, WA",0,"I want to talk about immigrants working in the industry, what the visa challenges they might face (that I've learned or experienced or am experiencing), and maybe focus a little on how others can be better supporters or allies to them.How ""just get married"" is really not a good suggestion, and can be really hurtful.How job departments and titles and classifications can matter a great deal more.How having a support network not just amongst peers, but also amongst supervisors/managers can mean the difference between being in the country or, well, not.",Industry practices
2018,"Real Talk: Alcohol, Journalism and What I Did About It",Rachel Alexander,Spokesman-Review,F,1,"Spokane, WA",0,"Journalism isn’t the healthiest industry for someone with eight alcoholics in her family. Using my experience as an addiction reporter and beer enthusiast, I'll talk about how I realized I was using alcohol in unhealthy ways, how I cut back and what you can do if you'd like to drink less while doing a stressful job.",Industry practices
2018,The news nerd guide to forming a union,Jon Schleuss,Los Angeles Times,M,0,"Los Angeles, CA",0,"Data nerds Jon Schleuss and Anthony Pesce started the union at the L.A. Times. Learn how they relied on good data, used the company’s technology against it and organized the newsroom at a historically anti-union paper.","Satire, Industry practices"
2018,We Need Multiple Career Paths for News Nerds,Matt,Houston Chronicle,M,0,"Houston, TX",0,"Data journalists provide an essential role in modern newsrooms. We request, clean up and crunch data for stories big and small. We build interactive experiences and data visualizations for important projects. We're the hotness. But what does advancing in journalism look like if you have data skills? Few of us get to become editors. Why? Why does our news judgement mean less than those who come up as writers first? Why is the only career path for most over on the digital or tech side of things?  I'll make an argument that just like with bylines, data journalists deserve a seat at the management table too.",Industry practices
2018,"I can’t believe it’s not georeferenced! How we made a scrolly eclipse map with rubber bands, screenshots and math. (to be presented with Armand Emamdjomeh)",Denise Lu,Washington Post,F,1,"Washington, DC",0,"No georeference? No problem. We had a what-if idea and put it together with nontraditional methods. What if you could scroll through the path of the Great American eclipse and look at it from a birds-eye view? ...What if it was one seamless image, from West Coast to East? ...What if you superimpose the umbra of the eclipse as you scrolled? ...What if the page could follow the eclipse in real time? The 30,000-pixel journey involves screenshots, rubber bands, some Photoshop and D3 magic and a lot of hacks, and was literally held together with Scotch tape at points.",Storytime
